id,title,description,availability,condition,price,link,image_link,brand,mpn,product_type,custom_label_0,returnable,return_policy_days,return_policy_info,additional_image_link
PortaretratoGrado2,Portaregalos de Grado modelo capa,Marco para entregar regalos de graduación con capa y bufanda. Todo en relieve. Un recuerdo clásico.,in stock,new,2.50 USD,https://ideasydtalles.github.io/catalogo/?p=PortaretratoGrado2,https://i.postimg.cc/NMFDjZSZ/Grado_C1.png,Ideas & D'talles,PortaretratoGrado2,eventos,eventos,false,0,,"https://i.postimg.cc/NMFDjZSZ/Grado_C1.png,https://i.postimg.cc/NFrx1mg6/Grado_C2.png"
PortaretratoGrado3,Portaregalos de Grado modelo birrete y diploma,Marco para entregar regalos de graduación con birrete 3D y diploma. Letras doradas en relieve. Un recuerdo clásico.,in stock,new,2.50 USD,https://ideasydtalles.github.io/catalogo/?p=PortaretratoGrado3,https://i.postimg.cc/zGw0tCT6/Grado_B1.png,Ideas & D'talles,PortaretratoGrado3,eventos,eventos,false,0,,"https://i.postimg.cc/zGw0tCT6/Grado_B1.png,https://i.postimg.cc/BvMNsJYt/Grado_B2.png"
PortavelasAngel,Portavelas Ángel de la Guarda,Figura de ángel o cruz con la oración calada. Proyecta una luz hermosa cuando se usa con velas LED (Añade la vela por 50 centavos).,in stock,new,3.00 USD,https://ideasydtalles.github.io/catalogo/?p=PortavelasAngel,https://i.postimg.cc/yNM4mXKc/Angel_Guarda1.png,Ideas & D'talles,PortavelasAngel,eventos,eventos,false,0,,"https://i.postimg.cc/yNM4mXKc/Angel_Guarda1.png,https://i.postimg.cc/XYD0J6z4/Angel_Guarda2.png"
AdornoVirgen,Adorno de mesa 3D Virgen de Guadalupe,Adorno de mesa con capas en relieve. Virgen de Guadalupe vistosa con colores. Personalizable con nombre.,in stock,new,5.00 USD,https://ideasydtalles.github.io/catalogo/?p=AdornoVirgen,https://i.postimg.cc/3rmh86hm/Virgen_Guadalupe1.png,Ideas & D'talles,AdornoVirgen,eventos,eventos,false,0,,"https://i.postimg.cc/3rmh86hm/Virgen_Guadalupe1.png,https://i.postimg.cc/Z57tszPh/Virgen_Guadalupe2.png,https://i.postimg.cc/0NhgxGHZ/Virgen_Guadalupe3.png"
CuadroVirgen,Cuadro 3D Virgen María,Cuadro decorativo con capas en relieve. Virgen María vistosa con colores. Personalizable con nombre.,in stock,new,5.00 USD,https://ideasydtalles.github.io/catalogo/?p=CuadroVirgen,https://i.postimg.cc/nzKFMwmM/Cuadro_Virgen1.png,Ideas & D'talles,CuadroVirgen,eventos,eventos,false,0,,"https://i.postimg.cc/nzKFMwmM/Cuadro_Virgen1.png,https://i.postimg.cc/qqkkKXcW/Cuadro_Virgen2.png"
AdornoVirgen2,Adorno o candelabro de la Virgen María,"Adorno de mesa con capas en relieve. Virgen María vistosa. Personalizable con nombre, también se puede colocar una vela LED.",in stock,new,5.00 USD,https://ideasydtalles.github.io/catalogo/?p=AdornoVirgen2,https://i.postimg.cc/8cJRfXWg/Adorno_Virgen_Rosa1.png,Ideas & D'talles,AdornoVirgen2,eventos,eventos,false,0,,"https://i.postimg.cc/8cJRfXWg/Adorno_Virgen_Rosa1.png,https://i.postimg.cc/Gt8FTgDZ/Adorno_Virgen_Rosa2.png,https://i.postimg.cc/nrj49Smg/Adorno_Virgen_Rosa3.png"
CandelabroReligioso1,Colección Candelabros Religiosos Cruz con alas,"Variedad de diseños: Cruz con alas, Silueta de la Virgen, Jesús de Praga. Ideales para altar o recuerdos de primera comunión.",in stock,new,1.50 USD,https://ideasydtalles.github.io/catalogo/?p=CandelabroReligioso1,https://i.postimg.cc/RVk7zWvY/Candelabro_Relig7.png,Ideas & D'talles,CandelabroReligioso1,eventos,eventos,false,0,,"https://i.postimg.cc/RVk7zWvY/Candelabro_Relig7.png,https://i.postimg.cc/RVk7zWvD/Candelabro_Relig8.png"
CandelabroReligioso2,Colección Candelabros Religiosos Niño Jesús a color,"Variedad de diseños: Cruz con alas, Silueta de la Virgen, Jesús de Praga. Ideales para altar o recuerdos de primera comunión.",in stock,new,1.50 USD,https://ideasydtalles.github.io/catalogo/?p=CandelabroReligioso2,https://i.postimg.cc/L8jz4mXP/Candelabro_Relig9.png,Ideas & D'talles,CandelabroReligioso2,eventos,eventos,false,0,,"https://i.postimg.cc/L8jz4mXP/Candelabro_Relig9.png,https://i.postimg.cc/KjdMFWhR/Candelabro_Relig10.png"
CandelabroReligioso3,Colección Candelabros Religiosos Silueta de la Virgen María,"Variedad de diseños: Cruz con alas, Silueta de la Virgen, Jesús de Praga. Ideales para altar o recuerdos de primera comunión.",in stock,new,1.50 USD,https://ideasydtalles.github.io/catalogo/?p=CandelabroReligioso3,https://i.postimg.cc/4dWvCw3d/Candelabro_Relig1.png,Ideas & D'talles,CandelabroReligioso3,eventos,eventos,false,0,,"https://i.postimg.cc/4dWvCw3d/Candelabro_Relig1.png,https://i.postimg.cc/Y9rNyTtW/Candelabro_Relig2.png"
CandelabroReligioso4,Colección Candelabros Religiosos Cruz estilo 1,"Variedad de diseños: Cruz con alas, Silueta de la Virgen, Jesús de Praga. Ideales para altar o recuerdos de primera comunión. (Añade la vela por 50 centavos)",in stock,new,1.50 USD,https://ideasydtalles.github.io/catalogo/?p=CandelabroReligioso4,https://i.postimg.cc/zXbCMCYX/Candelabro_Relig3.png,Ideas & D'talles,CandelabroReligioso4,eventos,eventos,false,0,,"https://i.postimg.cc/zXbCMCYX/Candelabro_Relig3.png,https://i.postimg.cc/Qx9QPQZ8/Candelabro_Relig4.png"
CandelabroReligioso5,Colección Candelabros Religiosos Cruz estilo 2,"Variedad de diseños: Cruz con alas, Silueta de la Virgen, Jesús de Praga. Ideales para altar o recuerdos de primera comunión. (Añade la vela por 50 centavos)",in stock,new,1.50 USD,https://ideasydtalles.github.io/catalogo/?p=CandelabroReligioso5,https://i.postimg.cc/Qx2QrFXZ/Candelabro_Relig5.png,Ideas & D'talles,CandelabroReligioso5,eventos,eventos,false,0,,"https://i.postimg.cc/Qx2QrFXZ/Candelabro_Relig5.png,https://i.postimg.cc/VLrqTqPG/Candelabro_Relig6.png"
CandelabroReligioso6,Colección Candelabros Religiosos Silueta de la Virgen y Niño Jesús,"Variedad de diseños: Cruz con alas, Silueta de la Virgen, Jesús de Praga. Ideales para altar o recuerdos de primera comunión. (Añade la vela por 50 centavos)",in stock,new,1.50 USD,https://ideasydtalles.github.io/catalogo/?p=CandelabroReligioso6,https://i.postimg.cc/RC8fcWJh/Candelabro_Relig13.png,Ideas & D'talles,CandelabroReligioso6,,,false,0,,"https://i.postimg.cc/RC8fcWJh/Candelabro_Relig13.png,https://i.postimg.cc/QxT7Sjcq/Candelabro_Relig15.png,https://i.postimg.cc/FKZ3cG0r/Candelabro_Relig12.png"
RecuerdoBautizo,Recuerdo de bautizo personalizado full color,"Adorno de mesa con motivo de Ángel, ideal para recuerdo de bautizo.",in stock,new,2.50 USD,https://ideasydtalles.github.io/catalogo/?p=RecuerdoBautizo,https://i.postimg.cc/jjp6RC60/Recuerdo_Baut1.png,Ideas & D'talles,RecuerdoBautizo,eventos,eventos,false,0,,"https://i.postimg.cc/jjp6RC60/Recuerdo_Baut1.png,https://i.postimg.cc/9fRt3y9W/Recuerdo_Baut2.png,https://i.postimg.cc/fRFmvkrX/Recuerdo_Baut3.png"
VelasDisenos,Velas con Diseños y Logos,"Velas impresas para bautizos, Navidad o eventos corporativos. El precio varía según el tamaño, diseño y cantidad.",in stock,new,3.00 USD,https://ideasydtalles.github.io/catalogo/?p=VelasDisenos,https://i.postimg.cc/JnJjh06J/Velas.png,Ideas & D'talles,VelasDisenos,eventos,eventos,false,0,,"https://i.postimg.cc/JnJjh06J/Velas.png,https://i.postimg.cc/6qNLGVnH/image103.png,https://i.postimg.cc/nrtYQKBg/image107.png,https://i.postimg.cc/d3KmTRrB/image102.jpg"
RuedaFortuna,Rueda de la Fortuna (Cruda),"Rueda de la Fortuna armable de gran tamaño (versión sin pintar). Una pieza de ingeniería en madera, perfecta para exhibición o para regalo. Funcional y detallada.",in stock,new,20.00 USD,https://ideasydtalles.github.io/catalogo/?p=RuedaFortuna,https://i.postimg.cc/V6tW6Zr6/image89.png,Ideas & D'talles,RuedaFortuna,navidad,navidad,false,0,,"https://i.postimg.cc/V6tW6Zr6/image89.png,https://i.postimg.cc/HxM9xvcV/image90.png,https://i.postimg.cc/gcfdbJ89/1ff4f97a-3c2f-4579-b418-f49a25e4cfd9.png"
RuedaFortunaColor,Rueda de la fortuna a todo color,"Versión a todo color (verde, rojo, dorado) de la rueda armable. Incluye copo de nieve dorado y caseta de entrada.",in stock,new,24.00 USD,https://ideasydtalles.github.io/catalogo/?p=RuedaFortunaColor,https://i.postimg.cc/0QG9bCh5/1762286450907-Editado.png,Ideas & D'talles,RuedaFortunaColor,navidad,navidad,false,0,,"https://i.postimg.cc/0QG9bCh5/1762286450907-Editado.png,https://i.postimg.cc/505f6mDN/1762286450138-Editado.png"
BuzonConBase,Buzón de Deseos con Base,"Buzón rojo de madera sobre una base alta, ideal para colocar cartas a Santa o mensajes de deseos. Diseño clásico americano.",in stock,new,12.00 USD,https://ideasydtalles.github.io/catalogo/?p=BuzonConBase,https://i.postimg.cc/HLRtT1LS/image72.png,Ideas & D'talles,BuzonConBase,navidad,navidad,false,0,,"https://i.postimg.cc/HLRtT1LS/image72.png,https://i.postimg.cc/pd4BPMdq/image71.png,https://i.postimg.cc/zf6kqYf6/image76.png"
BuzonNavideno,Buzón Navideño (Clásico),"Buzón estilo barril 'Express Mail' o 'Buzón de los Deseos'. Decoración navideña de madera pintada de rojo, ideal para la mesa o la entrada.",in stock,new,12.00 USD,https://ideasydtalles.github.io/catalogo/?p=BuzonNavideno,https://i.postimg.cc/k5zy7P5H/image75.png,Ideas & D'talles,BuzonNavideno,navidad,navidad,false,0,,"https://i.postimg.cc/k5zy7P5H/image75.png,https://i.postimg.cc/FK8xhXKC/image73.png,https://i.postimg.cc/QMwqjZMy/image74.png"
BuzonNavidenoLargo,Buzón navideño Largo,"Buzón navideño de mayor tamaño (largo), perfecto para recolectar cartas o como pieza central decorativa.",in stock,new,16.00 USD,https://ideasydtalles.github.io/catalogo/?p=BuzonNavidenoLargo,https://i.postimg.cc/zvJ3c6XC/1762788500808-Editado.png,Ideas & D'talles,BuzonNavidenoLargo,navidad,navidad,false,0,,"https://i.postimg.cc/zvJ3c6XC/1762788500808-Editado.png,https://i.postimg.cc/NG4KHsp5/1762788500735-Editado.png,https://i.postimg.cc/zvJ3c6X0/1762788500721-Editado.png,https://i.postimg.cc/vTQDNkHn/1762788500721-Editado2.png,https://i.postimg.cc/d3qDxptd/1762788500735-Editado2.png"
CasaGrandeMultiusos,Casa grande multiusos,"Casa alta decorativa (color azul y blanco), ideal para contener luces LED, pequeños regalos y dulces. Diseño de dos pisos con amplias ventanas y techo de nieve.",in stock,new,5.00 USD,https://ideasydtalles.github.io/catalogo/?p=CasaGrandeMultiusos,https://i.postimg.cc/268TFMzV/image17.png,Ideas & D'talles,CasaGrandeMultiusos,navidad,navidad,false,0,,"https://i.postimg.cc/268TFMzV/image17.png,https://i.postimg.cc/jjhZftrV/image16.png,https://i.postimg.cc/Jn4Kcv1y/image18.png,https://i.postimg.cc/85PwB91s/image19.png"
CasaTechoBajo,Casa multiusos techo bajo,"Casa decorativa de un piso con diseño de balcón y techo rústico. Ideal para luces LED, pequeños regalos y dulces. Presentada en color azul y blanco.",in stock,new,5.00 USD,https://ideasydtalles.github.io/catalogo/?p=CasaTechoBajo,https://i.postimg.cc/FRsGg89j/image22.png,Ideas & D'talles,CasaTechoBajo,navidad,navidad,false,0,,"https://i.postimg.cc/FRsGg89j/image22.png,https://i.postimg.cc/Hxs34Rpr/image20.png,https://i.postimg.cc/ZRKjF2T8/image21.png,https://i.postimg.cc/zBt7d7BW/image23.png"
CasaMultiusosRoja,Casa multiusos roja,"Caja con diseño de casa simple en color rojo, ideal como envoltorio de regalo o caja de dulces. Incluye asa.",in stock,new,6.50 USD,https://ideasydtalles.github.io/catalogo/?p=CasaMultiusosRoja,https://i.postimg.cc/t41H0ngk/IMG-20251028-103214-Editado.png,Ideas & D'talles,CasaMultiusosRoja,navidad,navidad,false,0,,"https://i.postimg.cc/t41H0ngk/IMG-20251028-103214-Editado.png,https://i.postimg.cc/XNcjx5Zm/IMG-20251028-103233-Editado-Editado.png,https://i.postimg.cc/3xyHM0w6/IMG-20251028-103223-Editado.png,https://i.postimg.cc/g0ZdhLFj/228cf816-5538-431f-80ae-75ff04119521.png"
CasaMultiusosCafe,Casa multiusos café,Casa multiusos en tonos café (madera natural o pintada). Ideal para dulces o como un pequeño regalo.,in stock,new,3.50 USD,https://ideasydtalles.github.io/catalogo/?p=CasaMultiusosCafe,https://i.postimg.cc/vBKSqFvt/1762739112355-Editado.png,Ideas & D'talles,CasaMultiusosCafe,navidad,navidad,false,0,,"https://i.postimg.cc/vBKSqFvt/1762739112355-Editado.png,https://i.postimg.cc/TPCsbW5T/1762739112308-Editado.png,https://i.postimg.cc/jS6ms1sS/1762739112281-Editado.png,https://i.postimg.cc/x1Gh0Z0q/1762739112240-Editado.png"
CajasOcasion,Cajas Decorativas (Toda Ocasión),"Amplia gama de cajas de regalo y organizadoras de madera. Incluye modelos con tapas caladas, cierres de corazón y diferentes formas. Precio base para el modelo más sencillo.",in stock,new,2.00 USD,https://ideasydtalles.github.io/catalogo/?p=CajasOcasion,https://i.postimg.cc/J0WcB3ZN/image100.png,Ideas & D'talles,CajasOcasion,navidad,navidad,false,0,,"https://i.postimg.cc/J0WcB3ZN/image100.png,https://i.postimg.cc/C18s1rBn/image92.png,https://i.postimg.cc/LXP3XQYz/image94.png,https://i.postimg.cc/brjH20kG/image96.png"
Candelabros,Candelabros y Portavelas,Portavelas decorativos de madera en varios modelos y tamaños. Ideal para velas LED o pequeñas. Los precios varían según el diseño simple o con casitas integradas.,in stock,new,2.00 USD,https://ideasydtalles.github.io/catalogo/?p=Candelabros,https://i.postimg.cc/kXvwKHj8/image25.png,Ideas & D'talles,Candelabros,navidad,navidad,false,0,,"https://i.postimg.cc/kXvwKHj8/image25.png,https://i.postimg.cc/sD4K7Ln7/image26.png"
Cuadroparacoleccionistaautos3847,Cuadro para coleccionista autos,"Lleva tu colección al siguiente nivel con este imponente cuadro para coleccionistas de autos a escala 1:64. Diseñado con una estructura detallada y funcional, permite exhibir tus piezas favoritas con gran estilo. Este es el complemento definitivo para quienes viven la pasión por los autos y el modelismo",in stock,new,8.50 USD,https://ideasydtalles.github.io/catalogo/?p=Cuadroparacoleccionistaautos3847,https://ideasydtalles.github.io/catalogo/imagenes/prod_1770083847_5f675205.png,Ideas & D'talles,Cuadroparacoleccionistaautos3847,fandom,fandom,false,0,,"https://ideasydtalles.github.io/catalogo/imagenes/prod_1770083847_5f675205.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1770083847_724e19e5.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1770083847_e268ccf5.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1770083847_b6515cea.png"
Cuadroparacoleccionistaautosed8417,Cuadro para coleccionista autos edición Tesla,"Lleva tu colección al siguiente nivel con este imponente cuadro para coleccionistas de autos a escala 1:64, modelo Tesla. Diseñado con una estructura detallada y funcional, permite exhibir tus piezas favoritas con gran estilo. Este es el complemento definitivo para quienes viven la pasión por los autos y el modelismo",in stock,new,8.50 USD,https://ideasydtalles.github.io/catalogo/?p=Cuadroparacoleccionistaautosed8417,https://ideasydtalles.github.io/catalogo/imagenes/prod_1770138416_3944bc1d.png,Ideas & D'talles,Cuadroparacoleccionistaautosed8417,fandom,fandom,false,0,,"https://ideasydtalles.github.io/catalogo/imagenes/prod_1770138416_3944bc1d.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1770138416_2d90f89f.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1770138416_3aa84c35.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1770138416_d3301a43.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1770138417_ca57c7ab.png"
CuadrocoleccionistaNewBeet1556,Cuadro coleccionista New Beetle,"Lleva tu colección al siguiente nivel con este imponente cuadro para coleccionistas de autos a escala 1:64. Diseñado con una estructura detallada y funcional, permite exhibir tus piezas favoritas con gran estilo. Este es el complemento definitivo para quienes viven la pasión por los autos y el modelismo",in stock,new,8.50 USD,https://ideasydtalles.github.io/catalogo/?p=CuadrocoleccionistaNewBeet1556,https://ideasydtalles.github.io/catalogo/imagenes/prod_1770241555_2c7ddecc.png,Ideas & D'talles,CuadrocoleccionistaNewBeet1556,fandom,fandom,false,0,,"https://ideasydtalles.github.io/catalogo/imagenes/prod_1770241555_2c7ddecc.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1770241556_2f28e62c.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1770241556_020ba3ee.png"
Organizadormaquillaje1993,Organizador maquillaje,"Organizador para maquillaje giratorio, sorprende a tu ser querido con este práctico regalo. Colores personalizables",in stock,new,7.00 USD,https://ideasydtalles.github.io/catalogo/?p=Organizadormaquillaje1993,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777411993_a8da3ce3.png,Ideas & D'talles,Organizadormaquillaje1993,amor,amor,false,0,,"https://ideasydtalles.github.io/catalogo/imagenes/prod_1777411993_a8da3ce3.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777411993_de04b683.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777411993_b6168b62.png"
Portarretratosmam8643,Portarretratos mamá,"Portarretratos ideal para regalar a mamá, se puede incluir una fotografía a tu gusto y pregunta por nuestra opción con regalo digital incluído.",in stock,new,3.50 USD,https://ideasydtalles.github.io/catalogo/?p=Portarretratosmam8643,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777418643_b2c0818b.png,Ideas & D'talles,Portarretratosmam8643,amor,amor,false,0,,"https://ideasydtalles.github.io/catalogo/imagenes/prod_1777418643_b2c0818b.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777418643_4641d70c.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777418643_329bd69d.png"
Cajaconfotodadelamadre8899,Caja con foto día de la madre,"Práctica cajita para regalar a tu mami en su día, tiene un espacio para colocar algún artículo especial y un espacio para su fotografía (la incluimos sin costo adicional) además recuerda preguntar por la opción con regalo digital.",in stock,new,3.50 USD,https://ideasydtalles.github.io/catalogo/?p=Cajaconfotodadelamadre8899,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777428899_f58a6e9d.png,Ideas & D'talles,Cajaconfotodadelamadre8899,amor,amor,false,0,,"https://ideasydtalles.github.io/catalogo/imagenes/prod_1777428899_f58a6e9d.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777428899_c68a36f5.png"
Adornominiflorero9296,Adorno mini florero,"Hermoso detalle para tu ser querido, ideal para personalizar y regalarlo a tu mamita en estas fechas.",in stock,new,4.00 USD,https://ideasydtalles.github.io/catalogo/?p=Adornominiflorero9296,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777429296_a1a4d885.png,Ideas & D'talles,Adornominiflorero9296,amor,amor,false,0,,"https://ideasydtalles.github.io/catalogo/imagenes/prod_1777429296_a1a4d885.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777429296_e33a7f57.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777429296_d7963e84.png"
Adornoflormam0080,Adorno flor mamá,"Regalo perfecto para mamá, una cajita en la que podrás colocar cualquier regalito ideal para tu mami. Considera que los colores son personalizables y además puedes incluir el nombre de tu ser querido. Pregunta por nuestra opción con regalo digital.",in stock,new,3.50 USD,https://ideasydtalles.github.io/catalogo/?p=Adornoflormam0080,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777430080_5ff9348b.png,Ideas & D'talles,Adornoflormam0080,amor,amor,false,0,,"https://ideasydtalles.github.io/catalogo/imagenes/prod_1777430080_5ff9348b.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777430080_30e177c0.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777430080_ec6495c7.png"
Carterademadera0520,Cartera de madera,"Hermosa caja de madera con forma de cartera, regalo ideal para que lo llenes con detalles y objetos para regalar, hermoso diseño en forma de cartera.",in stock,new,4.00 USD,https://ideasydtalles.github.io/catalogo/?p=Carterademadera0520,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777430520_929fe405.png,Ideas & D'talles,Carterademadera0520,amor,amor,false,0,,"https://ideasydtalles.github.io/catalogo/imagenes/prod_1777430520_929fe405.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777430520_a54bbd75.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777430520_335c5c62.png"
Portavinoconflores0771,Portavino con flores,"Hermoso detalle para colocar una botella o artículo favorito de tu ser querido, el detalle no incluye la botella, va decorado con las flores y colores a elegir. Recuerda preguntar por la opción con regalo digital.",in stock,new,5.50 USD,https://ideasydtalles.github.io/catalogo/?p=Portavinoconflores0771,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777430771_e09ab9ab.png,Ideas & D'talles,Portavinoconflores0771,amor,amor,false,0,,"https://ideasydtalles.github.io/catalogo/imagenes/prod_1777430771_e09ab9ab.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777430771_c8f6747a.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777430771_74475228.png"
Minicaballeteconflores0968,Mini caballete con flores,"Hermoso caballete decorado con flores artificiales. Completamente personalizable, puedes cambiar el color, además del nombre de tu ser querido. Recuerda preguntar por la opción con regalo digital",in stock,new,4.00 USD,https://ideasydtalles.github.io/catalogo/?p=Minicaballeteconflores0968,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777430967_c3b4f277.png,Ideas & D'talles,Minicaballeteconflores0968,amor,amor,false,0,,"https://ideasydtalles.github.io/catalogo/imagenes/prod_1777430967_c3b4f277.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777430968_f919f1c3.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777430968_7478b2dd.png"
Minisillaconflores1504,Mini silla con flores,"Hermosa mini silla decorada con flores artificiales y un topper personalizable, recuerda que puedes personalizar el color, el topper y un nombre. Recuerda consultar por la opción con regalo digital",in stock,new,4.00 USD,https://ideasydtalles.github.io/catalogo/?p=Minisillaconflores1504,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777431504_ece5626f.png,Ideas & D'talles,Minisillaconflores1504,amor,amor,false,0,,"https://ideasydtalles.github.io/catalogo/imagenes/prod_1777431504_ece5626f.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777431504_89c25b6c.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777431504_95a01ee5.png"
Pianotipocajitajoyero1684,Piano tipo cajita joyero,Hermosa caja tipo joyero en forma de piano con movimiento y detalles increíbles. Un regalo fuera de lo común. Pregunta por la opción con regalo digital-,in stock,new,6.50 USD,https://ideasydtalles.github.io/catalogo/?p=Pianotipocajitajoyero1684,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777431684_891a3211.png,Ideas & D'talles,Pianotipocajitajoyero1684,amor,amor,false,0,,"https://ideasydtalles.github.io/catalogo/imagenes/prod_1777431684_891a3211.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777431684_cfbe3c95.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777431684_bb318d9a.png"
Caballetemediano2145,Caballete mediano,Hermoso caballete decorado con flores artificiales y personalizable. Recuerda que puedes elegir el nombre y colores. Recuerda que puedes preguntar por la opción con regalo digital.,in stock,new,5.50 USD,https://ideasydtalles.github.io/catalogo/?p=Caballetemediano2145,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777432145_44edb69f.png,Ideas & D'talles,Caballetemediano2145,amor,amor,false,0,,"https://ideasydtalles.github.io/catalogo/imagenes/prod_1777432145_44edb69f.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777432145_8e8585b1.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777432145_b0348540.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777432145_2ed4248c.png"
Caballetegrande2455,Caballete grande,Hermoso caballete decorado con flores artificiales y un diseño tipo maceta personalizable. Recuerda preguntar por nuestra opción con regalo digital.,in stock,new,8.00 USD,https://ideasydtalles.github.io/catalogo/?p=Caballetegrande2455,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777432455_22e2c329.png,Ideas & D'talles,Caballetegrande2455,amor,amor,false,0,,"https://ideasydtalles.github.io/catalogo/imagenes/prod_1777432455_22e2c329.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777432455_3f1c6469.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777432455_eb8e6c84.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777432455_5b1566dc.png"
TorreEiffelconadornos3036,Torre Eiffel con adornos,"Hermosa Torre Eiffel con adornos, luces y base personalizable, recuerda que puedes seleccionar el mensaje y colores. Además esta versión incluye nuestro regalo digital.",in stock,new,16.00 USD,https://ideasydtalles.github.io/catalogo/?p=TorreEiffelconadornos3036,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777433036_de0587bf.png,Ideas & D'talles,TorreEiffelconadornos3036,amor,amor,false,0,,"https://ideasydtalles.github.io/catalogo/imagenes/prod_1777433036_de0587bf.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777433036_c095391b.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777433036_ce26f78a.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777433036_fcd76c50.png"
TorreEiffelsola3473,Torre Eiffel (sola),Hermosa torre Eiffel de 56 centímetros de altura.,in stock,new,9.00 USD,https://ideasydtalles.github.io/catalogo/?p=TorreEiffelsola3473,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777433473_8da4669e.png,Ideas & D'talles,TorreEiffelsola3473,amor,amor,false,0,,"https://ideasydtalles.github.io/catalogo/imagenes/prod_1777433473_8da4669e.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777433473_a7ced41c.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777433473_df6ce8bd.png"
Peceraconflores4081,Pecera con flores,Hermosa pecerita decorada con flores artificiales y un lin topper personalizable. Recuerda preguntar por nuestra opción con regalo digital.,in stock,new,3.50 USD,https://ideasydtalles.github.io/catalogo/?p=Peceraconflores4081,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777434081_7fa12207.png,Ideas & D'talles,Peceraconflores4081,amor,amor,false,0,,"https://ideasydtalles.github.io/catalogo/imagenes/prod_1777434081_7fa12207.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777434081_4a1e74bc.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777434081_8245ea7f.png"
Vasoconfloresartificiales4226,Vaso con flores artificiales,"Hermoso vasito con flores artificiales para toda ocasión, incluye un topper personalizable. Pregunta también por nuestra opción con regalo digital.",in stock,new,2.50 USD,https://ideasydtalles.github.io/catalogo/?p=Vasoconfloresartificiales4226,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777434226_6fb07f88.png,Ideas & D'talles,Vasoconfloresartificiales4226,amor,amor,false,0,,"https://ideasydtalles.github.io/catalogo/imagenes/prod_1777434226_6fb07f88.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777434226_34ffc41e.png,https://ideasydtalles.github.io/catalogo/imagenes/prod_1777434226_c260b181.png"
